,Producator procesor,Tip procesor,Model procesor,Arhitectura,Numar nuclee,Frecventa nominala,Cache,Tehnologie procesor,Procesor grafic integrat,Diagonala display,Format display,Tehnologie display,Finisaj display,Rezolutie,Capacitate memorie,Tip memorie,Sloturi ocupate,Frecventa,Tip stocare,Capacitate SSD,Interfata SSD,Tip placa video,Chipset video,Camera WEB,Audio,Porturi,Cititor de carduri,Retea,Wireless,Tastatura numerica,Dimensiuni (W x H x D),Greutate,Securitate,Limba tastatura,Accesorii incluse,Culoare,Caracteristici cheie,Sistem de operare,Product name,New price,Old price,Reviews,Rating,Frecventa Turbo Boost,Unitate optica,Versiune Bluetooth,Platforma producator,Material,Autonomie baterie,Numar sloturi,Memorie integrata,Capacitate memorie maxima suportata,Capacitate HDD/SSHD,Viteza HDD,Tehnologii placa video,Tehnologii audio,Putere difuzoare,Model placa video,Capacitate memorie video,Tip memorie placa video,Producator difuzoare,Rata de refresh,Design,Touchscreen,Luminozitate,3G,4G
914,Intel,i5,7300U,Ivy bridge,2,2.6 GHz,,,,12.3 inch,3K,PixelSense,,2736 x 1824,8 GB,DDR3L,1,,SSD,256 GB,,Integrata,Intel HD,Full HD,,1 x USB 3.01 x Jack 3.5 mm1 x DisplayPort,Micro SD,,802.11 a/b/g/n/ac,Nu,292 x 8.5 x 201 mm,0.87 Kg,TPM chip for enterprise securityEnterprise-grade protection with Windows Hello face sign-in,Tastatura internationala,1 x Ghid Pornire Rapida1 x Incarcator cu port USB extra,Argintiu,,Windows 10 Pro,"Tableta Microsoft Surface Pro, 12.3"", i5, 8GB RAM, 256GB, Silver, Win 10 Pro",5488.99,6598.79,Adauga,,,Nu,4.1,,Magneziu,12.5 h,1,,,,,,,,,,DDR3L,,,Detasabil,Da,,,
915,Intel,i7,8550U,Kaby Lake R,4,1.8 MHz,8192 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,IPS,Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,512 GB,PCI Express,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.01 x Jack 3.5 mm1 x HDMI1 x USB type C,SDSDHCSDXCMMC,,802.11 ac,Nu,328 x 17.6 x 229 mm,1.6 Kg,Cititor de amprenta,Tastatura internationala,Lenovo Active Pen,Albastru,Tastatura iluminata,Windows 10 Home,"Laptop 2 in 1 Lenovo YOGA 530-14IKB Intel Core i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, Touch, 8GB, 512GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Active Pen, Lampa Usb",5299.99,7140.00,Adauga,,4 GHz,Nu,4.1,,,10 h,2,,,,,,Dolby Audio Premium,,,,GDDR4,Harman Dolby,,Convertibil,Da,250 niti,,
916,Intel,i5,8250U,Kaby Lake R,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,13.3 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,,2400 MHz,SSD,256 GB,PCI Express,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,1 x USB 3.01 x USB 3.1 type C1 x USB 3.0 type C1 x Audio Out/Microfon,,,802.11 ac 2x2,,306.8 x 216.3 x 16.9 mm,1.19 Kg,Cititor de amprentaParola BIOSParola HDD,Tastatura internationala,Adaptor 65WLenovo Active Pen 2,Gri,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleMulti-touch Screen 10 puncte,Windows 10 Pro,"Laptop 2 in 1 Lenovo YOGA 730-13IKB cu procesor Intel Core i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Iron Grey, Bluetooth Active Pen",4999.99,6545.00,1,5.00,3.4 GHz,Nu,4.1,Yoga 730 Series,Aluminiu,11.5 h,,8192 MB,,,,,Dolby Atmos,,,,,,,Convertibil,Da,,,
917,Intel,i3,8130U,Kaby Lake,2,2.2 GHz,4096 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,IPS,Anti-Glare,1920 x 1080,6 GB,DDR4,,2400 MHz,HDD + SSD,128 GB,PCI Express,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.01 x Jack 3.5 mm1 x HDMI1 x USB 3.1 type C,SDSDHCSDXCMMC,,802.11 ac,Nu,323.1 x 18.9 x 234.8 mm,1.67 Kg,Parola BIOSParola de supervizorParola HDDTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Albastru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel Core i3-8130U pana la 3.40 GHz, Coffee Lake, 14"", Full HD, IPS, 6GB, 1TB + 128GB SSD, Intel UHD Graphics 620, Free DOS, Midnight Blue",2896,None,3,4.67,3.4 GHz,Nu,4.1,IdeaPad 330S Series,Aluminiu,6 h,,4096 MB,,1 TB,5400 rpm,,Dolby Audio,,,,,,,,Nu,,,
918,Intel,i5,8250U,Kaby Lake R,4,2400 MHz,,,,14 inch,Full HD,IPS,Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,512 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereo,2 x USB 3.01 x Audio Out1 x HDMI1 x USB 3.1 type C,MMCMicro SDXC,,802.11 a/c,Nu,,1.6 Kg,,Tastatura internationala,,Liquid Blue,,Windows 10 Home,"Laptop 2 in 1 Lenovo YOGA 530-14IKB cu CPU Intel Core i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, Touch, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10, Liquid Blue, Active Pen",4239.99,4850.00,Adauga,,,Nu,4.1,,,,2,,,,,,,,,,DDR4,,,,Da,,,
919,Intel,Celeron,N4000,Gemini Lake,2,1.1 GHz,4096 KB,14 nm,Intel UHD Graphics 600,15.6 inch,HD,LCD LED,Glare,1366 x 768,4 GB,DDR4,,2400 MHz,HDD,,,Integrata,,VGA,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x Audio Out/Microfon,Micro SD,,802.11 ac,Da,381 x 27.2 x 251 mm,1.9 Kg,TPM (Trusted Platform Module)Parola BIOS,Tastatura internationala,Adaptor 33W,Silver,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Endless OS,"Laptop ASUS X540MA cu procesor Intel Celeron N4000 pana la 2.6 GHz, 15.6"", Full HD, 4GB, 500GB HDD, Intel UHD Graphics 600, Endless OS, Silver Gradient",1088.09,1399.99,Adauga,,2.6 GHz,,4.2,,,,1,4096 MB,4 GB,500 GB,5400 rpm,,SonicMasterICEpower,,,,,,60 Hz,,,,,
920,Intel,Pentium,N5000,Gemini Lake,4,1.1 GHz,4096 KB,,Intel UHD Graphics 605,15.6 inch,HD,TN,Anti-Glare,1366 x 768,4 GB,DDR4,1,2666 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereo,2 x USB 3.11 x Jack 3.5 mm1 x USB 2.01 x HDMI,SD,,802.11 ac,Da,,2 Kg,,Tastatura internationala,,Negru,Security lock,,"Laptop Dell Inspiron 15.6"" HD Anti-Glare, Pentium Silver N5000, 4GB DDR4 2666Mhz, 1TB 5400rpm SATA,DVD+/-RW, Intel(R) UHD Graphics 605, Windows 10",1599.99,1999.99,Adauga,,2.7 GHz,Da,,,,42 h,1,,8 GB,1 TB,5400 rpm,,High Definition Audio,,,,DDR4,,,Convertibil,Nu,,,
921,Intel,i3,7020U,Kaby Lake,2,2.3 GHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,4 GB,DDR4,,,HDD,,,Integrata,Intel HD,VGA,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x Audio Out/Microfon,Micro SDMicro SDHCMicro SDXC,,802.11 ac,Da,381 x 27.2 x 251 mm,1.9 Kg,TPM (Trusted Platform Module)Parola BIOSSecurity lock,Tastatura internationala,Adaptor USB 3.0 la RJ45Adaptor 45W,Chocolate Black,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Endless OS,"Laptop ASUS VivoBook 15 X540UA cu procesor Intel Core i3-7020U 2.30 GHz, Kaby Lake, 4GB, 1TB, DVD-RW, Intel UHD Graphics 620, Endless OS, Chocolate Black",1667.11,2100.00,Adauga,,,Da,4.2,ASUS X540UA,,,1,4096 MB,12 GB,1 TB,5400 rpm,DirectX 12,SonicMasterICEpower,2 W,,,,,60 Hz,,,,,
922,Intel,Celeron,N3350,Apollo Lake,2,1100 MHz,2048 KB,14 nm,Intel HD Graphics 500,15.6 inch,HD,LCD LED,Glare,1366 x 768,4 GB,DDR3,,1600 MHz,SSD,256 GB,SATA 3,Integrata,Intel HD,VGA,Difuzoare stereoMicrofon,1 x USB 3.01 x Audio Out1 x USB 2.01 x HDMI1 x RJ-45,SDSDHCSDXC,10/100,802.11 a/b/g/n,Da,381.4 x 27.2 x 252 mm,2 Kg,,Tastatura internationala,,Negru/Maro,Camera webLED-backlit,Endless OS,"Laptop ASUS X541NA-GO169 cu procesor Intel Celeron N3350 pana la 2.40 GHz, 15.6"", 4GB, 256GB SSD, Intel HD Graphics 500, Endless OS, Chocolate Black",1399,1599.00,1,1.00,2400 MHz,Nu,4.0,,,,,,,,,,,,,,,,60 Hz,,,,,
923,Intel,i9,9850H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,14 inch,Full HD,LED,Anti-Glare,1920 x 1080,16 GB,DDR4,1,2666 MHz,SSD,512 GB,,Dedicata,nVidia GeForce GT,HD,Difuzoare stereo,3 x USB 3.01 x HDMI1 x RJ-451 x USB type C1 x Audio Out/Microfon,SD,10/100/1000,802.11 ac 2x2,Nu,,1.52 Kg,Parola BIOSParola HDDSuport TPM,Tastatura internationala,,Gri,TouchPad cu suport pentru gesturi multi atingereTastatura iluminata,Linux,"Laptop Dell Latitude 5401, Intel Core i7-9850H, 14inch, RAM 16GB, SSD 512GB, nVidia GeForce MX150 2GB, Linux, Grey",8039.99,9299.99,Adauga,,4.6 GHz,Nu,5.0,,,,1,,,,,Suport DirectX 12,,,MX150,2048 MB,GDDR5,,,,Nu,220 niti,,
924,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LED,Anti-Reflective,1920 x 1080,8 GB,DDR4,1,,SSD,256 GB,,Integrata,Intel UHD,HD,Difuzoare stereo,1 x VGA2 x USB 3.11 x HDMI1 x RJ-452 x USB type C1 x Audio Out/Microfon,SDXC,10/100/1000,802.11 a/b/g/n/ac 2x2,Da,357.3 x 19.4 x 236.8 mm,1.7 Kg,Parola BIOSTPM1 x Kensington LockComputrace ready from BIOS,Tastatura internationala,,Gri,2 x USB Type-C,Windows 10 Pro,"Laptop business AsusPro P3540FA-BQ0039R, cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6 "", Full HD, 8 GB ( 4 GB on board + 4 GB ) , 256 GB SSD, fara unitate optica, Intel UHD Graphics 620, Windows 10 Professional, Grey",3712.8,4758.81,Adauga,,3.9 GHz,Nu,4.2,,,15 h,1,4096 MB,12 GB,,,,,2 W,,,DDR4,,,,Nu,,,
925,Intel,i5,I5-8250U,Kaby Lake R,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LED,Anti-Glare,1920 x 1080,8 GB,DDR4,2,2400 MHz,SSD,256 GB,PCI Express,Integrata,,HD,Difuzoare stereo,2 x USB 3.01 x HDMI1 x RJ-451 x USB 3.0 type C,SD,10/100/1000,802.11 a/b/g/n/ac,Da,,1.93 Kg,,Tastatura DE,1 x Incarcator,Argintiu,Bluetooth,,"Laptop HP Pavilion 15-cs0212ng, 15,6"" FHD, i5-8250U, 8GB DDR4, SSD 256Gb M.2, fara sistem de operare, tastatura in limba germana",2490,2999.00,Adauga,,3.4 GHz,Nu,4.2,,Plastic,6 h,2,8192 MB,8 GB,,,,,,,,GDDR5,,,,Nu,,,
926,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereo,1 x USB 3.11 x USB 2.01 x HDMI1 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,,,802.11 ax 2x2,Nu,,1.4 Kg,Parola BIOSSuport TPM,Tastatura internationala,,Roz/Argintiu,TouchPad cu suport pentru gesturi multi atingereTastatura iluminata,Free DOS,"Laptop ASUS VivoBook S14 S431FA-EB115, 14 FHD , Intel Core i5-8265U (6M Cache, up to 3.90 GHz), UHD Graphics 620, 8GB DDR4, SSD 256GB NVME M.2 + slot liber M.2 SATA3, NO ODD, Punk Pink cover / Silver inside, Fara OS",3331,None,Adauga,,3.9 GHz,Nu,5.0,,,,1,,,,,Suport DirectX 12,,,,,DDR4,,,,,,,
927,Intel,i3,8145U,Whiskey Lake,2,2.1 GHz,4096 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,SATA 3,Integrata,Intel UHD,HD,Difuzoare stereo,1 x USB 3.02 x USB 2.01 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SD,,802.11 ac,Da,357 x 19 x 230 mm,1.7 Kg,Parola BIOSParola HDDCititor amprenta,Tastatura internationala,,Albastru,TouchPad cu suport pentru gesturi multi atingereTastatura iluminata,,"Laptop ASUS 15.6'' VivoBook 15 X512FA, FHD, Procesor Intel Core i3-8145U (4M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, No OS, Peacock Blue",2235.95,2699.99,Adauga,,3.9 GHz,Nu,4.2,,Plastic,,1,,12 GB,,,Suport DirectX 12,,,,,DDR4,,60 Hz,,Nu,,,
928,Intel,Celeron,N4000,Gemini Lake,2,1.1 GHz,4096 KB,14 nm,Intel UHD Graphics 600,15.6 inch,HD,LCD LEDVA,Anti-Glare,1366 x 768,4 GB,DDR4,1,2400 MHz,HDD,,,Integrata,Intel UHD,VGA,Difuzoare stereoMicrofon,1 x VGA2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 a/b/g/n/ac,Da,380 x 23.8 x 253.8 mm,1.86 Kg,Parola BIOSSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45WGeanta laptop HP Basic,Gri,Camera webTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop HP 250 G6 cu procesor Intel Celeron N4000 pana la 2.60 GHz, 15.6"", 4GB, 500GB, Intel UHD Graphics 600, Free DOS, Dark Ash Silver, Geanta inclusa",1399.99,2380.00,Adauga,,2.6 GHz,Da,5.0,HP 250 G6,,,1,,8 GB,500 GB,5400 rpm,DirectX 12,,,,,,,,,,,,
929,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2133 MHz,SSD,256 GB,,Dedicata,nVidia GeForce MX,HD,Difuzoare stereoMicrofon,1 x USB 3.02 x USB 2.01 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,363.4 x 18 x 247.5 mm,1.9 Kg,Parola BIOS,Tastatura internationala,Adaptor 65W,Negru,Camera webTouchpad care accepta gesturi de atingeri multiple,Linux,"Laptop Acer Aspire 5 A515-52G-76RH cu procesor Intel Core i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, NVIDIA GeForce MX150 2GB, Linux, Obsidian Black",3736.48,3399.99,Adauga,,4.6 GHz,Nu,4.1,,,,2,,32 GB,,,DirectX 12GeForce Experience,Acer TrueHarmony,,MX150,2048 MB,GDDR5,,,,,,,
930,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,17.3 inch,Full HD,IPS,,1920 x 1080,16 GB,DDR4,2,2666 MHz,HDD,,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofon,1 x Mini DisplayPort1 x HDMI1 x RJ-453 x USB 3.11 x Audio Out/Microfon,,10/100/1000,802.11 ac,Da,403.5 x 24.7 x 280 mm,2.9 Kg,,Tastatura internationala,,Abyssal Black,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleRata refresh ecran 144Hz,Windows 10 Home,"Laptop Gaming Acer Predator Helios 300 PH317-53-739D cu procesor Intel Core i7-9750H pana la 4.50 GHz Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 16GB, 1TB HDD, NVIDIA GeForce GTX 1660Ti 6GB, Windows 10 Home, Abysal Black",9999.99,7138.81,Adauga,,4.5 GHz,Nu,5.0,Acer Predator Helios 300,,,,,32 GB,1 TB,7200 rpm,DirectX 12nVidia G-SyncnVidia CUDAnVidia PhysXnVidia SurroundnVidia AnselnVidia GameStreamnVidia 3D VisionnVIDIA Adaptive V-SyncnVidia FastSyncnVidia Simultaneous Multi-Projection,Waves MaxxAudio,,GTX 1660 Ti,6144 MB,GDDR6,,144 Hz,,,,,
931,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,LPDDR3,,2133 MHz,SSD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,1 x USB 3.11 x USB 2.01 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SDMicro SDHCMicro SDXC,,802.11 ac 2x2,Da,319 x 15.9 x 199 mm,1.09 Kg,TPM (Trusted Platform Module)Parola BIOS,Tastatura internationala,Adaptor USB 3.0 la RJ45Adaptor 45WHusa slim,Albastru,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTouchpad cu tastatura numerica integrataCamera web IR / RGB,,"Laptop ultraportabil ASUS ZenBook 14 UX433FA cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10 Pro, Royal Blue",4799.99,4999.99,3,4.67,3.9 GHz,,5.0,ASUS UX433FA,,,,8192 MB,,,,DirectX 12,Harman Kardon,,,,,Harman Kardon,,,,,,
932,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Ultra HD/4K,OLED,Anti-Glare,3840 x 2160,16 GB,DDR4,2,2666 MHz,SSD,512 GB,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereo,2 x USB 3.01 x HDMI1 x Thunderbolt v31 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,SD,,802.11 ac,Nu,357 x 11.2 - 17 x 235 mm,1.8 Kg,Parola BIOSParola HDDSecurity lockCititor amprenta,Tastatura internationala,,Argintiu,TouchPad cu suport pentru gesturi multi atingereTastatura iluminata,Windows 10 Pro,"Ultrabook DELL 15.6'' XPS 15 (7590) UHD OLED, InfinityEdge, Procesor Intel Core i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, FingerPrint Reader, Win 10 Pro, Silver, 3Yr On-site",13759.99,15899.99,Adauga,,4.5 GHz,Nu,5.0,,,,2,,32 GB,,,Suport DirectX 12,Waves MaxxAudio Pro,,GTX 1650,4096 MB,GDDR5,,,,Nu,,,
933,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Reflective,1920 x 1080,4 GB,DDR4,1,2400 MHz,HDD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,1 x USB 3.01 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,SDSDHCSDXC,10/100/1000,802.11 ac,Da,364.9 x 19 x 256.9 mm,2 Kg,Kensington LockParola BIOS,Tastatura internationala,Adaptor 45W,Argintiu,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura antistropi,Free DOS,"Laptop HP ProBook 450 G6 cu procesor Intel Core i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 4GB, 1TB, Intel UHD Graphics 620, Free DOS, Silver",2599.99,3199.99,Adauga,,3.9 GHz,,5.0,,,,2,,16 GB,1 TB,5400 rpm,DirectX 12,,,,,,,,,,,,
934,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,13.3 inch,Full HD,LCD LED,Glare,1920 x 1080,8 GB,LPDDR3,,2133 MHz,SSD,512 GB,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,1 x USB 2.01 x HDMI2 x USB 3.1 type C1 x Audio Out/Microfon,,,802.11 ac,Da,305 x 16.9 x 196 mm,1.3 Kg,TPM (Trusted Platform Module)Parola BIOS,Tastatura internationala,Stylus PenAdaptor 65WHusa slim,Gun Grey,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTouchpad cu tastatura numerica integrataCamera web IR / RGB,Windows 10 Home,"Laptop ultraportabil ASUS UX362FA cu procesor Intel Core i7-8565U pana la 4.60 GHz Whiskey Lake, 13.3"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10, Gun Grey",5999.99,5599.99,Adauga,,4.6 GHz,Nu,5.0,ASUS UX362FA,,,,8192 MB,16 GB,,,DirectX 12,Sonic MasterHarman Kardon,,,,,Harman Kardon,,Convertibil,Da,,,
935,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,512 GB,M.2,Integrata,Intel UHD,VGA,,1 x USB 3.02 x USB 2.01 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SD,,802.11 a/b/g/n/ac,Da,360 x 235 x 229 mm,1.9 Kg,Parola BIOSTPM,Tastatura internationala,Adaptor 45W,Gri,TouchPad cu suport pentru gesturi multi atingereCamera webTastatura Chiclet,Endless OS,"Laptop ASUS X509FA-EJ078 cu procesor Intel Core i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 512 GB SSD M.2, fara unitate DVD, fara port retea RJ-45, Intel UHD Graphics 620, Endless OS, culoare Gri",2320.5,3092.81,Adauga,,3.9 GHz,Nu,4.1,,,,1,4096 MB,12 GB,,,,,,,,DDR4,,60 Hz,,Nu,,,
936,Intel,i7,8850H,Coffee Lake,6,2.6 GHz,9216 KB,,,17.3 inch,Full HD,IPS,,1920 x 1080,16 GB,DDR4,2,2666 MHz,SSD,256 GB,M.2,DedicataIntegrata,nVidia QuadroIntel UHD,Full HD,,2 x USB 3.01 x HDMI1 x RJ-451 x Thunderbolt v31 x Audio Out/Microfon,,10/100/1000,802.11 ac,Da,,3.2 Kg,,Tastatura internationala,,Silver,,Windows 10 Pro,"Laptop HP Zbook 17 G5, 17.3"", FHD, i7-8850H, 256Gb Ssd Turbo Drive G2 M.2, 16 Gb Ram DDR4 2666, Quadro P3200 VR Ready, Win 10 Pro",16846,17255.00,Adauga,,4.3 GHz,Nu,,,,,4,,64 GB,,,,,,P3200,,GDDR5,,,,,300 niti,,
937,Intel,Celeron,N3350,Apollo Lake,2,2.4 GHz,2048 KB,14 nm,Intel HD Graphics 500,13.3 inch,Full HD,,,1920 x 1080,4 GB,DDR3,,,eMMC,32 GB,,Integrata,,HD,Difuzoare stereo,,,10/100/1000,802.11 b/g/n,Nu,31.57 x 1.35 x 20.8 cm,1.39 Kg,,Tastatura internationala,"Incarcator, Manual de utilizare",Auriu,,Windows 10 Home,"Laptop MYRIA MY8305GD, Intel Celeron N3350 pana la 2.4GHz, 13.3"", 4GB, eMMC 32GB, Intel HD Graphics 500, Windows 10 Home",1298.29,1426.81,14,3.07,,,,,,,,,,,,,,,,,,,,,Nu,,,
938,Intel,i5,,,,1300 MHz,4096 KB,,Intel HD Graphics 615,12 inch,HD,LEDIPSRetina,,2304 x 1440,8 GB,LPDDR3,,1866 MHz,SSD,512 GB,PCI Express,Integrata,Intel HD,HD,,1 x Jack 3.5 mm1 x USB type C,,,802.11 a/b/g/n,Nu,,0.92 Kg,,Tastatura internationala,,Argintiu,Camera web,Mac OS,"Laptop Apple MacBook 12 cu procesor Intel Dual Core i5 1.30GHz, 12"", Ecran Retina, 8GB, 512GB SSD, Intel HD Graphics 615, macOS Sierra, INT KB, Silver",7502.89,13881.51,1,5.00,3200 MHz,Nu,4.2,,,10 h,1,,,,,,,,,,,,,,Nu,,,
939,Intel,i5,8265U,Whiskey Lake,4,1600 MHz,6144 KB,,Intel UHD Graphics 620,15.6 inch,Full HD,SVA,Anti-Glare,1920 x 1080,4 GB,DDR4,1,2400 MHz,HDD,,,Integrata,,HD,,2 x USB 3.11 x Jack 3.5 mm1 x USB 2.01 x HDMI1 x RJ-45,SD,10/100/1000,802.11 ac,Da,376 x 22.5 x 246 mm,1.86 Kg,,Tastatura internationala,,Negru,Camera web,Free DOS,"Laptop HP 15-da1002nq, Intel Core i5-8265U, 4GB DDR4, HDD 1TB, Intel UHD Graphics, Free DOS",2299.99,2899.99,Adauga,,3900 MHz,Da,v4.2,,,12 h,1,,,1 TB,5400 rpm,,,,,,GDDR4,,,,,,,
940,Intel,i5,7200U,Kaby Lake,2,2500 MHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,Full HD,LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2133 MHz,SSD,256 GB,SATA 3,Dedicata,AMD Radeon,,,1 x USB 3.01 x Audio Out1 x USB 2.01 x HDMI1 x RJ-45,SDSDHCSDXCMMC,10/100/1000,802.11 ac,Da,380 x 22.9 x 262 mm,2 Kg,,Tastatura UK,,Negru,TouchPad cu suport pentru gesturi multi-atingere,Free DOS,"Laptop Lenovo V110-15IKB cu procesor Intel Core i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 256GB SSD, DVD-RW, AMD Radeon 530 2GB, Free DOS, Black",2640,2873.46,7,3.57,3100 MHz,Da,4.1,,Plastic,,1,4096 MB,,,,,HD Audio,,530,2048 MB,GDDR3,,60 Hz,,,,,
